epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,4928.04,0.21296,0.04285,0,0.16239,0.8762,0.99995,1,0.995,0.99499,0.99995,1,0.995,0.995,0.08001,0.0075,0,0.06745,0.75456,0.000843851,0.000843851,0.000843851
54,5015.53,0.21609,0.0415,0,0.16297,0.87816,0.99994,1,0.995,0.995,0.99994,1,0.995,0.995,0.07789,0.00905,0,0.06737,0.7541,0.000838141,0.000838141,0.000838141
55,5101.44,0.21403,0.04209,0,0.16251,0.87688,0.99893,1,0.99499,0.99498,0.99893,1,0.99499,0.99499,0.0759,0.00703,0,0.06849,0.75434,0.000832349,0.000832349,0.000832349
56,5188.26,0.21738,0.04468,0,0.16378,0.87897,0.99995,1,0.995,0.99499,0.99995,1,0.995,0.995,0.07514,0.00839,0,0.06739,0.75402,0.000826477,0.000826477,0.000826477
57,5274.83,0.21565,0.0426,0,0.1657,0.87752,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.07646,0.00717,0,0.06821,0.75365,0.000820525,0.000820525,0.000820525
58,5360.49,0.21558,0.04574,0,0.16361,0.87749,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.07518,0.00775,0,0.06729,0.75372,0.000814495,0.000814495,0.000814495
59,5448.23,0.21086,0.04164,0,0.16177,0.87579,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.07479,0.00674,0,0.0674,0.7538,0.000808389,0.000808389,0.000808389
60,5538.53,0.20569,0.04003,0,0.15872,0.87457,0.99981,1,0.995,0.99499,0.99981,1,0.995,0.995,0.07199,0.00616,0,0.06351,0.75352,0.000802208,0.000802208,0.000802208
61,5628.13,0.20712,0.04135,0,0.15859,0.87613,0.99892,1,0.995,0.99499,0.99892,1,0.995,0.995,0.06896,0.00609,0,0.06191,0.75301,0.000795954,0.000795954,0.000795954
62,5718.56,0.20951,0.04032,0,0.16074,0.8765,0.99995,1,0.995,0.99499,0.99995,1,0.995,0.995,0.06894,0.00637,0,0.06532,0.75302,0.000789628,0.000789628,0.000789628
63,5807.12,0.20502,0.04037,0,0.15984,0.87453,0.99994,1,0.995,0.99499,0.99994,1,0.995,0.995,0.06916,0.00667,0,0.06485,0.75273,0.000783231,0.000783231,0.000783231
64,5896.67,0.20634,0.04197,0,0.16103,0.87549,0.99994,1,0.995,0.995,0.99994,1,0.995,0.995,0.069,0.00661,0,0.06622,0.75261,0.000776766,0.000776766,0.000776766
65,5986.92,0.20616,0.04089,0,0.16027,0.87432,0.99994,1,0.995,0.995,0.99994,1,0.995,0.995,0.06758,0.00667,0,0.06392,0.75254,0.000770234,0.000770234,0.000770234
66,6075.97,0.19961,0.03461,0,0.15308,0.87278,0.99893,1,0.995,0.995,0.99893,1,0.995,0.995,0.0682,0.0061,0,0.06161,0.7525,0.000763637,0.000763637,0.000763637
67,6163.89,0.2005,0.03912,0,0.15588,0.87372,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.06644,0.00654,0,0.06159,0.75249,0.000756976,0.000756976,0.000756976
68,6253.47,0.19708,0.03753,0,0.15183,0.87187,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.06436,0.00568,0,0.06009,0.75214,0.000750252,0.000750252,0.000750252
69,6341.26,0.19584,0.03718,0,0.1535,0.87228,0.99893,1,0.99498,0.99496,0.99893,1,0.99498,0.99498,0.06442,0.00557,0,0.06137,0.75199,0.000743468,0.000743468,0.000743468
70,6425.79,0.1952,0.03571,0,0.15016,0.87256,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.06838,0.00558,0,0.06195,0.75208,0.000736625,0.000736625,0.000736625
71,6514,0.19126,0.03482,0,0.15103,0.87224,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.06311,0.00588,0,0.0601,0.75178,0.000729725,0.000729725,0.000729725
72,6599.78,0.19155,0.03351,0,0.14931,0.87127,0.99995,1,0.995,0.99499,0.99995,1,0.995,0.995,0.0601,0.0054,0,0.05677,0.75165,0.00072277,0.00072277,0.00072277
73,6685.2,0.19315,0.03334,0,0.15204,0.87166,0.99995,1,0.995,0.99499,0.99995,1,0.995,0.995,0.06068,0.0053,0,0.05714,0.7519,0.000715761,0.000715761,0.000715761
74,6771.98,0.18501,0.03012,0,0.14719,0.86884,0.99995,1,0.995,0.99499,0.99995,1,0.995,0.995,0.0603,0.00513,0,0.05766,0.7521,0.0007087,0.0007087,0.0007087
75,6861.05,0.191,0.0348,0,0.14732,0.87292,0.99892,1,0.995,0.99499,0.99892,1,0.995,0.995,0.06116,0.00546,0,0.0574,0.75188,0.000701588,0.000701588,0.000701588
76,6946.68,0.18834,0.0386,0,0.14755,0.8724,0.99892,1,0.995,0.99499,0.99892,1,0.995,0.995,0.06095,0.00497,0,0.05595,0.75176,0.000694428,0.000694428,0.000694428
77,7034.33,0.18658,0.03309,0,0.14687,0.87185,0.99893,1,0.99499,0.99498,0.99893,1,0.99499,0.99499,0.05968,0.00496,0,0.05533,0.7518,0.000687222,0.000687222,0.000687222
78,7122.54,0.18096,0.03187,0,0.14542,0.86907,0.99893,1,0.995,0.99499,0.99893,1,0.995,0.995,0.05996,0.00486,0,0.05516,0.75202,0.00067997,0.00067997,0.00067997
79,7206.26,0.1861,0.03411,0,0.14915,0.86904,0.99994,1,0.995,0.995,0.99994,1,0.995,0.995,0.06093,0.00512,0,0.05722,0.75186,0.000672675,0.000672675,0.000672675
80,7292,0.18148,0.03044,0,0.14476,0.86773,0.99994,1,0.995,0.995,0.99994,1,0.995,0.995,0.06085,0.00476,0,0.05694,0.75176,0.000665339,0.000665339,0.000665339
81,7373.29,0.18306,0.03318,0,0.14762,0.86972,0.99995,1,0.995,0.99499,0.99995,1,0.995,0.995,0.06204,0.00486,0,0.05687,0.75185,0.000657963,0.000657963,0.000657963
82,7462.5,0.18131,0.02905,0,0.1425,0.87004,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.05994,0.0049,0,0.05598,0.75161,0.00065055,0.00065055,0.00065055
83,7550.83,0.18031,0.03159,0,0.14368,0.86858,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.05857,0.0046,0,0.05501,0.75158,0.000643101,0.000643101,0.000643101
84,7637.67,0.17399,0.0287,0,0.14078,0.8675,0.99995,1,0.995,0.995,0.99995,1,0.995,0.995,0.05802,0.00473,0,0.05471,0.75141,0.000635617,0.000635617,0.000635617
85,7726.03,0.17498,0.02643,0,0.13879,0.86691,0.99994,1,0.995,0.995,0.99994,1,0.995,0.995,0.05712,0.00433,0,0.05402,0.75137,0.000628101,0.000628101,0.000628101
