frame,true_deg,obb_deg,pose_deg,fused_deg,err_obb_deg,err_pose_deg,err_fused_deg,flip_obb,flip_pose,flip_fused,obb_conf,pose_det_conf
29,-2.4119711685896363,87.04134214094707,-2.418938604009896,-3.216142546053463,89.4533133095367,0.0069674354202596475,0.8041713774638262,0,0,0,0.980646014213562,0.9736277461051941
30,-2.225453003065163,86.82742061614226,-2.879878676068374,-3.148889772056445,89.05287361920743,0.6544256730032105,0.923436768991282,0,0,0,0.9813004732131958,0.9719452857971191
31,-1.9519824739816074,86.8627600149079,-1.7588998589364293,-2.870891789432442,88.81474248888952,0.19308261504517804,0.9189093154508347,0,0,0,0.980219304561615,0.9711479544639587
32,-1.8061235708125736,86.25415600891392,-1.357934052376938,-2.5683002420213414,88.0602795797265,0.4481895184356355,0.7621766712087676,0,0,0,0.9783782362937927,0.9707158803939819
33,-1.5523647542302634,87.94801560232041,-1.5284727549466872,-2.3603347446064107,89.50038035655066,0.023891999283576097,0.8079699903761473,0,0,0,0.9741839170455933,0.9704909324645996
34,-1.336317653211415,86.81078910551328,-1.3928843739172097,-2.1668446704685707,88.1471067587247,0.05656672070579488,0.8305270172571555,0,0,0,0.9770558476448059,0.9702301621437073
35,-0.9882269872803527,87.80520317696461,-0.7565680840927018,-1.884789353193397,88.79343016424497,0.23165890318765076,0.8965623659130442,0,0,0,0.9795794486999512,0.9700425863265991
36,-0.6484389498939699,88.56732934493297,-0.4610297125593331,-1.600037425066584,89.21576829482694,0.1874092373346368,0.9515984751726143,0,0,0,0.9805328845977783,0.9716833829879761
37,-0.18627752141814957,0.8272998330286244,-0.2651369634639356,-1.3330573327460544,1.013577354446774,0.07885944204578604,1.146779811327905,0,0,0,0.9738550186157227,0.9684075713157654
38,0.14017529198529732,89.87938136373575,0.5462051343601916,-0.9572048393248054,89.73920607175044,0.4060298423748942,1.0973801313101026,0,0,0,0.9718737602233887,0.969859778881073
39,0.36876786302408576,89.55790485007076,0.3280813250686738,-0.7001476064461095,89.18913698704667,0.0406865379554119,1.0689154694701952,0,0,0,0.9754987359046936,0.9690551161766052
40,0.59736012723797,1.0928177807624637,0.7182910694832851,-0.41645987126023065,0.4954576535244937,0.12093094224531516,1.0138199984982008,0,0,0,0.9767045974731445,0.9684052467346191
41,0.8026744397497897,89.99697673067585,0.9006032781092541,-0.1530472413863337,89.19430229092606,0.09792883835946445,0.9557216811361234,0,0,0,0.9777930974960327,0.9716630578041077
42,1.0305993464569962,1.5742368342216424,1.2656285095573097,0.13068790880239498,0.5436374877646463,0.23502916310031355,0.8999114376546011,0,0,0,0.9808331727981567,0.9705935120582581
43,1.2804315513184896,1.9463396705101192,1.6032022631378136,0.4251907796694787,0.6659081191916295,0.32277071181932404,0.8552407716490109,0,0,0,0.9810969829559326,0.970069944858551
44,1.6171611580605876,1.8483478002615925,2.0541503885436647,0.750982701444316,0.23118664220100488,0.4369892304830772,0.8661784566162716,0,0,0,0.980692446231842,0.9708085060119629
45,2.070393408197299,2.270731394290235,2.3103499629168254,1.062856153738818,0.20033798609293652,0.23995655471952654,1.0075372544584809,0,0,0,0.980071485042572,0.9708908796310425
46,2.523624270951835,3.2407738566790756,2.9390053190919607,1.4380859868094467,0.7171495857272404,0.41538104814012555,1.0855382841423884,0,0,0,0.9833754897117615,0.9730652570724487
47,3.0686153101109075,4.6114952794615505,3.0565059004547543,1.7617699695385083,1.5428799693506428,0.01210940965615318,1.3068453405723992,0,0,0,0.984889030456543,0.9753736853599548
48,3.4891617966962283,3.7563641331124162,3.834072655124518,2.1762305066557106,0.2672023364161879,0.34491085842828983,1.3129312900405181,0,0,0,0.9822800755500793,0.9748175144195557
49,3.909707429507903,4.400711372806725,3.86999481420112,2.5149833681647924,0.49100394329882224,0.03971261530678319,1.3947240613431107,0,0,0,0.9836834073066711,0.9777557849884033
50,4.330251568215697,4.756774256881368,4.1683463561181835,2.8456559657554705,0.4265226886656706,0.16190521209751332,1.4845956024602265,0,0,0,0.9835466146469116,0.9774441123008728
51,4.6314530922163275,3.8825565737834564,4.588625697816135,3.194249912167604,0.7488965184328712,0.04282739440019293,1.437203180048724,0,0,0,0.9804752469062805,0.9768685102462769
52,4.886985410105314,3.7719583087612016,4.703052014286637,3.4960103325914105,1.1150271013441122,0.1839333958186765,1.390975077513903,0,0,0,0.9836418628692627,0.9763607978820801
53,5.22957361160799,6.3297612732066035,4.877837323075504,3.7723757306882293,1.1001876615986133,0.3517362885324872,1.457197880919761,0,0,0,0.9863281846046448,0.9777607321739197
54,5.6651010509206765,7.615059867917256,5.670253516448708,4.151951287840325,1.9499588169965796,0.005152465528031152,1.5131497630803514,0,0,0,0.9825639128684998,0.9775726795196533
55,6.2143805951048705,8.297639091490712,6.2104495966641915,4.563650949605099,2.083258496385841,0.003930998440678814,1.6507296454997715,0,0,0,0.983424961566925,0.9780142307281494
56,6.76365672419448,7.310618699815924,6.650675554350153,4.98105587055411,0.5469619756214442,0.11298116984432671,1.78260085364037,0,0,0,0.9830237030982971,0.9776523113250732
57,7.190263082677483,6.505193828264735,7.085514047515092,5.401947505946306,0.6850692544127484,0.1047490351623914,1.788315576731177,0,0,0,0.982055127620697,0.9778711199760437
58,7.753863826003902,8.319681819489636,7.812442774542552,5.884046559665555,0.5658179934857338,0.05857894853864996,1.8698172663383454,0,0,0,0.9828094840049744,0.977062463760376
59,8.404563995399968,9.671895350612079,8.595595797119403,6.426356407156326,1.2673313552121108,0.19103180171943362,1.9782075882436432,0,0,0,0.9839210510253906,0.977410614490509
60,9.055259895927804,9.012732576834367,9.176244583276757,6.9763340423804125,0.04252731909343814,0.12098468734895164,2.0789258535473927,0,0,0,0.9841877222061157,0.9772310256958008
61,9.617304209897107,9.572192517976465,9.739736932301778,7.529014620364686,0.04511169192064172,0.1224327224046711,2.0882895895324207,0,0,0,0.984680712223053,0.9766294360160828
62,10.132985199780363,8.724029872128037,10.096581146406622,8.042527925573074,1.4089553276523252,0.03640405337373808,2.0904572742072878,0,0,0,0.9818823933601379,0.9757358431816101
63,10.676866333199307,10.30231668836238,10.842963643072542,8.60261506907297,0.374549644836928,0.16609730987323373,2.0742512641263384,0,0,0,0.9840124845504761,0.976818323135376
64,11.240715524656785,11.375715067375733,11.636109872307186,9.209314029719812,0.13499954271894826,0.3953943476503993,2.0314014949369725,0,0,0,0.9854235053062439,0.9761794805526733
65,11.80456044724603,12.038451737636656,12.254060928724824,9.818263409520815,0.23389129039062415,0.44950048147879434,1.986297037725216,0,0,0,0.9818832874298096,0.9768285751342773
66,12.462340107716816,12.989906480529541,12.842933323418862,10.423197392300423,0.5275663728127237,0.38059321570204513,2.0391427154163924,0,0,0,0.9828121066093445,0.9767574667930603
67,13.157131709526254,13.862568161157158,13.373320627941384,11.013222039428614,0.7054364516309032,0.2161889184151273,2.14390967009764,0,0,0,0.983567476272583,0.9769251346588135
68,13.851915627372877,13.523976900979408,13.912084337698417,11.592994499082577,0.32793872639346844,0.060168710325538624,2.2589211282902997,0,0,0,0.9825963973999023,0.9759407639503479
69,14.643372335184567,15.632875500622655,15.02139278965815,12.278674157197692,0.9895031654380873,0.37802045447358384,2.3646981779868734,0,0,0,0.9848455190658569,0.97674959897995
70,15.434820505259795,15.672260078924241,15.949655406292845,13.012870407016726,0.23743957366444576,0.5148349010330489,2.42195009824307,0,0,0,0.9841616153717041,0.9770623445510864
71,16.26397131955349,16.845346776421223,16.680347534706215,13.746365832554623,0.5813754568677304,0.4163762151527228,2.5176054869988684,0,0,0,0.9847768545150757,0.9778883457183838
72,16.992861787020573,17.042257715098106,17.489537570015585,14.495000180046816,0.049395928077532215,0.49667578299501247,2.497861606973757,0,0,0,0.9817692041397095,0.9770391583442688
73,17.71297033876231,17.19813116969426,18.406035164030868,15.277207176843627,0.5148391690680512,0.6930648252685598,2.435763161918683,0,0,0,0.9851279854774475,0.9778712391853333
74,18.313449834738567,17.676637147472427,18.781147010025354,15.977995143479975,0.6368126872661388,0.4676971752867861,2.335454691258592,0,0,0,0.9823625683784485,0.9772392511367798
75,18.7904378029737,18.720489835683598,19.371497929450072,16.656695700673993,0.06994796729010058,0.5810601264763708,2.133742102299705,0,0,0,0.980109453201294,0.9771214127540588
76,19.267422356114245,17.849703895756797,19.84196664182774,17.293749888904745,1.4177184603574517,0.5745442857134917,1.9736724672095025,0,0,0,0.9827628135681152,0.9769949913024902
77,19.7444052017075,19.390917298949955,20.382855450643195,17.911571001252437,0.35348790275754743,0.6384502489356906,1.8328342004550675,0,0,0,0.9841480255126953,0.9784241914749146
78,20.221386339753465,19.910091930593673,20.592174417936658,18.44769168458928,0.3112944091597936,0.370788078183191,1.7736946551641848,0,0,0,0.9827213883399963,0.9790569543838501
79,20.83557573294123,19.985483558652273,15.466610770884406,17.851475501848306,0.850092174288957,5.368964962056824,2.9841002310929223,0,0,0,0.9805472493171692,0.9765257239341736
80,0.36520047656492927,1.0688495797478312,0.9603172127486271,0.9603172127486271,0.703649103182902,0.595116736183698,0.595116736183698,0,0,0,0.9234102964401245,0.9443250894546509
81,0.7228935613758095,1.9541824352245862,0.9894504753734836,0.9661438652735985,1.2312888738487768,0.266556913997674,0.243250303897789,0,0,0,0.9272028207778931,0.9545291066169739
82,1.080367092957471,89.82833936006824,0.20568045373595623,0.81405118296607,88.74797226711077,0.8746866392215147,0.2663159099914009,0,0,0,0.9162593483924866,0.9400683641433716
83,1.531930855945995,0.2878224907574713,0.9231754412918356,0.8358760346312232,1.2441083651885239,0.6087554146541595,0.6960548213147718,0,0,0,0.9585940837860107,0.9499754309654236
84,1.8518760198547273,1.881939737816773,2.934569751754533,1.2556147780558853,0.03006371796204581,1.0826937318998058,0.596261241798842,0,0,0,0.9618284702301025,0.9602035284042358
85,2.1568636030896604,0.8533555639691951,2.8640195920809366,1.5772957408608954,1.3035080391204652,0.7071559889912765,0.5795678622287648,0,0,0,0.9699745774269104,0.9627525210380554
86,2.4456538195947313,0.80800476206675,3.1501141870994367,1.8918594301086036,1.6376490575279814,0.7044603675047051,0.5537943894861276,0,0,0,0.9588406085968018,0.9676410555839539
87,2.6093407971579676,1.3341361548235362,3.354898606681168,2.1844672654231165,1.2752046423344316,0.7455578095232004,0.4248735317348512,0,0,0,0.962926983833313,0.9647680521011353
88,2.664721891939135,2.358997502047487,2.463805462104241,2.2403349047593415,0.30572438989164824,0.20091642983489466,0.42438698717979395,0,0,0,0.9656714200973511,0.962480902671814
89,2.7469321832235245,1.7863995853151635,2.5369656653080956,2.299661056869092,0.9605325979083609,0.2099665179154288,0.4472711263544324,0,0,0,0.9629900455474854,0.9633783102035522
90,2.8269284259997716,3.4923060315919616,3.2151440023429765,2.4827576459638694,0.66537760559219,0.3882155763432052,0.3441707800359024,0,0,0,0.9684514999389648,0.9689985513687134
91,2.818848525655058,2.969344913827119,3.3243171115184866,2.651069539074793,0.15049638817206096,0.5054685858634288,0.1677789865802652,0,0,0,0.9651976227760315,0.9695988893508911
92,2.8069949457939125,3.2294923051609183,3.491764040323034,2.8192084393244414,0.42249735936700594,0.6847690945291215,0.01221349353052901,0,0,0,0.9768809080123901,0.9677858352661133
93,2.7951259980071343,2.2363078812036057,2.701530515697554,2.795672854599064,0.5588181168035286,0.09359548230958023,0.0005468565919298756,0,0,0,0.9757435917854309,0.9677680730819702
94,2.910277864771672,2.5638216417646524,2.9192980747790553,2.820397898635063,0.3464562230070193,0.009020210007383558,0.08987996613660905,0,0,0,0.9778823256492615,0.9725615382194519
95,3.0270245807074074,3.6912399869236374,3.676277709340515,2.9915738607761537,0.66421540621623,0.6492531286331079,0.035450719931253684,0,0,0,0.9816439747810364,0.9691910147666931
96,3.278553980855943,4.165701212052689,3.4393509348674263,3.081129275594408,0.8871472311967455,0.160796954011483,0.1974247052615349,0,0,0,0.9834169745445251,0.9720940589904785
97,3.441001065641411,3.7306147468282913,3.7653027684257347,3.2179639741606736,0.2896136811868807,0.32430170278432413,0.22303709148073697,0,0,0,0.9838730692863464,0.9756985306739807
98,3.745269344579377,4.192818343718109,4.058674242787574,3.3861060278860546,0.44754899913873175,0.3134048982081976,0.3591633166933226,0,0,0,0.9828281402587891,0.9715706706047058
99,3.924233107438405,3.863711654976568,4.255764594096243,3.5600377411280926,0.06052145246183673,0.3315314866578386,0.3641953663103122,0,0,0,0.980556309223175,0.9763569235801697
100,4.014876121026821,4.880633334177202,4.177344235126377,3.6834990399277494,0.8657572131503812,0.16246811409955592,0.3313770810990711,0,0,0,0.9812511205673218,0.9765666723251343
101,4.1230129566269325,3.845976641909807,4.669795605121712,3.8807583529665424,0.2770363147171253,0.5467826484947804,0.2422546036603895,0,0,0,0.9803493022918701,0.9762017726898193
102,4.144939998296788,4.376335281432596,4.3111880480771765,3.9668442919886697,0.2313952831358076,0.16624804978038804,0.17809570630811894,0,0,0,0.9826900959014893,0.9793195128440857
103,4.1669067404411955,3.739138822912467,4.306788009869515,4.034833035564839,0.42776791752872856,0.1398812694283193,0.13207370487635675,0,0,0,0.9801938533782959,0.9769476652145386
104,4.294550596310864,4.464547601450134,4.35053313514384,4.09797305548064,0.1699970051392705,0.05598253883297634,0.1965775408302238,0,0,0,0.9820630550384521,0.97496098279953
105,4.3324414976183325,5.009186458980127,4.622937067605852,4.202965857905682,0.6767449613617953,0.2904955699875192,0.1294756397126498,0,0,0,0.9814823865890503,0.977113664150238
106,4.496208943347728,4.524173445357053,4.580126839251115,4.27839805417477,0.027964502009324706,0.08391789590338639,0.21781088917295868,0,0,0,0.9820574522018433,0.9778121113777161
107,4.791359773517374,4.801116698746736,4.7721566255012124,4.377149768440058,0.009756925229363216,0.01920314801616092,0.41421000507731515,0,0,0,0.9825569987297058,0.9787259101867676
108,5.08650932302655,5.077443100677004,5.352303596954822,4.572180534143011,0.009066222349545676,0.26579427392827165,0.5143287888835387,0,0,0,0.9864891767501831,0.9775897860527039
109,5.244786577323724,4.775485560112617,5.212059071224898,4.700156241559389,0.46930101721110673,0.03272750609882552,0.5446303357643351,0,0,0,0.9841446876525879,0.9769513010978699
110,5.275704709262256,4.887253068143414,5.498300176615593,4.859785028570631,0.38845164111884267,0.22259546735333602,0.4159196806916259,0,0,0,0.9824392795562744,0.9776385426521301
111,5.306622841200789,4.89025707071775,5.219079049119651,4.931643832680435,0.4163657704830385,0.08754379208113794,0.37497900852035393,0,0,0,0.9822277426719666,0.9770225286483765
112,5.206330477862437,5.5069185654982356,5.142329573890773,4.973780980922503,0.30058808763579864,0.06400090397166348,0.23254949693993424,0,0,0,0.9823940992355347,0.977730929851532
113,5.007560873957664,4.487947402659775,4.970912215974839,4.973207227932971,0.51961347129789,0.03664865798282548,0.03435364602469415,0,0,0,0.9821354150772095,0.9784518480300903
114,4.791802028266132,4.017369993847522,4.747930673006413,4.928151916947659,0.7744320344186101,0.043871355259718914,0.13634988868152728,0,0,0,0.983726978302002,0.9772545099258423
115,4.684653008774734,5.244963308468498,4.562747264196741,4.855070986397476,0.5603102996937648,0.12190574457799265,0.1704179776227418,0,0,0,0.9834260940551758,0.9782879948616028
116,4.577503135509689,4.675798522289458,4.543608110017074,4.792778411121395,0.09829538677976912,0.03389502549261523,0.21527527561170595,0,0,0,0.9835382103919983,0.9782242178916931
117,4.361299900635283,4.210054326088636,4.465419533704653,4.727306635638047,0.15124557454664672,0.10411963306937011,0.3660067350027645,0,0,0,0.9824551939964294,0.976689338684082
118,4.247317276879286,6.043253193657963,4.3156033304675745,4.644965974603953,1.7959359167786766,0.06828605358828742,0.39764869772466616,0,0,0,0.982557475566864,0.9777728915214539
119,4.11488673906191,4.503992370793781,4.072096122204813,4.530392004124125,0.3891056317318714,0.04279061685709689,0.41550526506221563,0,0,0,0.9849041700363159,0.9772735238075256
120,4.122811039159593,5.025671120541953,4.282335739224788,4.480780751144257,0.9028600813823598,0.15952470006519384,0.3579697119846635,0,0,0,0.9836205244064331,0.9787023067474365
121,4.130735766144101,3.983692038597481,4.265547990113809,4.437734198938168,0.1470437275466195,0.134812223969709,0.306998432794067,0,0,0,0.9849368929862976,0.976882815361023
122,4.138661773789077,4.413183298231169,4.3621478237232445,4.422616923895183,0.27452152444209127,0.22348604993416757,0.28395515010610584,0,0,0,0.9829242825508118,0.9785763621330261
123,4.262623303922462,5.280915716712153,4.304953045252246,4.399084148166596,1.018292412789691,0.04232974132978414,0.13646084424413402,0,0,0,0.9834188222885132,0.9766886830329895
124,4.347124269899744,4.152955652174621,4.366150626005062,4.392497443734289,0.19416861772512248,0.019026356105318457,0.04537317383454503,0,0,0,0.9848802089691162,0.9771998524665833
125,4.431626089650672,4.558628761512005,4.442377467820238,4.402473448551479,0.1270026718613327,0.010751378169565545,0.029152641099193247,0,0,0,0.9873992204666138,0.9773199558258057
126,4.500003967205316,3.2426459688418934,4.783715964553761,4.478721951751936,1.2573579983634229,0.2837119973484446,0.021282015453380484,0,0,0,0.98365718126297,0.9766581654548645
127,4.476937564604537,4.283788352613039,4.526225998549653,4.48822276111148,0.1931492119914981,0.04928843394511605,0.011285196506942909,0,0,0,0.9824647307395935,0.9769555330276489
128,4.592657617730655,4.505403231744212,4.850577019997158,4.560693612888616,0.08725438598644351,0.25791940226650273,0.03196400484203914,0,0,0,0.9807181358337402,0.977095365524292
129,4.675626486899739,3.7540358923790884,4.911291840182328,4.6308132583473585,0.9215905945206505,0.2356653532825885,0.04481322855238021,0,0,0,0.9836145043373108,0.9770843386650085
130,4.718139718728014,4.423279171598094,4.8254884876023585,4.669748304198358,0.2948605471299198,0.10734876887434455,0.04839141452965493,0,0,0,0.9835207462310791,0.9786836504936218
131,4.855606240397806,5.138495600346809,4.762384091469248,4.688275461652537,0.2828893599490031,0.0932221489285578,0.167330778745269,0,0,0,0.9833167195320129,0.9779079556465149
132,4.881440577159733,4.805156328753976,4.92603674792715,4.73582771890746,0.07628424840575679,0.04459617076741704,0.14561285825227274,0,0,0,0.9816223382949829,0.9772441387176514
133,5.004897953955006,6.010235205436476,4.719437476271886,4.732549670380346,1.0053372514814694,0.2854604776831194,0.27234828357466045,0,0,0,0.9814055562019348,0.9788147807121277
134,5.021342915042281,4.909976680625223,4.9377069599388,4.773581128292037,0.11136623441705791,0.0836359551034806,0.24776178675024405,0,0,0,0.983036458492279,0.9778913259506226
135,5.166761057566437,6.4421460595836395,5.109387067403457,4.840742316114321,1.2753850020172022,0.05737399016298085,0.3260187414521166,0,0,0,0.9843140840530396,0.9770463109016418
136,5.447167216865318,5.757994611840612,5.488679119740254,4.970329676839508,0.31082739497529405,0.04151190287493624,0.4768375400258098,0,0,0,0.9825074076652527,0.9772824048995972
137,5.727572522390552,5.585797005128128,5.607245644186617,5.09771287030893,0.14177551726242404,0.12032687820393499,0.6298596520816214,0,0,0,0.9832445383071899,0.9770731925964355
138,5.996101836496426,6.337936582756286,6.0824963143474085,5.294669559116627,0.34183474625985943,0.08639447785098202,0.7014322773797997,0,0,0,0.983182430267334,0.9772945642471313
139,6.294840650414444,6.868853163356901,6.630701796268984,5.561876006547099,0.5740125129424566,0.33586114585454074,0.7329646438673455,0,0,0,0.9860522747039795,0.9774025082588196
140,6.593580318106108,6.134238997365349,6.561927797051641,5.761886364648007,0.4593413207407588,0.03165252105446657,0.8316939534581004,0,0,0,0.9856048226356506,0.9774258732795715
141,6.754881638658306,5.991663494196388,6.776672791271841,5.964843649972775,0.7632181444619186,0.021791152613536147,0.7900379886855308,0,0,0,0.9823533296585083,0.9778222441673279
142,6.916124902602559,6.520847341181935,6.964907205962055,6.1648563611706315,0.3952775614206242,0.04878230335949524,0.7512685414319276,0,0,0,0.9821013808250427,0.977627158164978
143,7.083159313189336,6.6824504707180825,7.081540799021616,6.348193248740829,0.4007088424712537,0.0016185141677206765,0.7349660644485078,0,0,0,0.983639657497406,0.9780450463294983
144,7.250192870002468,7.110144536826411,7.370903200590229,6.552735239110708,0.14004833317605708,0.12071033058776104,0.6974576308917586,0,0,0,0.9879438877105713,0.9781796932220459
145,7.417227707476068,7.779307988209491,7.676244513450016,6.777437093978571,0.36208028073342347,0.2590168059739475,0.6397906134974977,0,0,0,0.9852373003959656,0.9772307276725769
146,7.716051044985065,7.855852210690532,7.5891707290443255,6.939783820991723,0.13980116570546725,0.12688031594073876,0.7762672239933422,0,0,0,0.982280433177948,0.97691410779953
147,8.104376327604262,8.501073714598602,8.38685096357254,7.229197249507886,0.3966973869943406,0.28247463596827777,0.8751790780963762,0,0,0,0.9832924008369446,0.9772042036056519
148,8.593964287310776,9.750554370414886,9.02832085241506,7.589021970089322,1.1565900831041092,0.43435656510428294,1.0049423172214542,0,0,0,0.9835000038146973,0.9777615070343018
149,9.20597399637966,9.6214168375511,9.409214356790512,7.953060447429561,0.4154428411714406,0.2032403604108528,1.2529135489500998,0,0,0,0.9852420687675476,0.9778631925582886
150,9.799698435266773,8.626472572665453,10.088316331198868,8.380111624183423,1.1732258626013214,0.2886178959320942,1.419586811083351,0,0,0,0.985000729560852,0.9770740866661072
151,10.393420312832948,11.017243687845015,10.78509513559841,8.86110832646642,0.6238233750120671,0.3916748227654628,1.532311986366528,0,0,0,0.9817055463790894,0.9765403866767883
152,10.891736400525092,11.048555836321292,11.268017306044491,9.342490122382035,0.15681943579620025,0.376280905519399,1.5492462781430574,0,0,0,0.9853874444961548,0.9769532084465027
153,11.2682608238058,9.89302784763312,11.427044917371704,9.75940108137997,1.3752329761726798,0.15878409356590323,1.50885974242583,0,0,0,0.981856644153595,0.976348876953125
154,11.55385664621342,10.224532786546982,11.99519837910517,10.206560540925013,1.3293238596664392,0.4413417328917485,1.3472961052884098,0,0,0,0.9806175827980042,0.9766671657562256
155,11.839453322394688,11.87755638645325,12.791814115489215,10.723611255837852,0.03810306405856238,0.9523607930945273,1.1158420665568343,0,0,0,0.9792409539222717,0.9765674471855164
156,12.125049998575955,11.310280147579718,13.08239008125513,11.19536702092131,0.8147698509962361,0.9573400826791768,0.9296829776546448,0,0,0,0.9839299321174622,0.9770033955574036
157,12.410645820983575,13.006111958109042,8.373837409312065,10.63106109859946,0.5954661371254667,4.03680841167151,1.7795847223841135,0,0,0,0.9816998839378357,0.9735996127128601
158,-0.13789623661812125,89.74059874999026,-1.6852910714266862,-1.6852910714266862,89.87849498660837,1.5473948348085649,1.5473948348085649,0,0,0,0.8684039115905762,0.898250162601471
159,-0.26114670670631046,0.29402913168102945,-0.3137198559933182,-1.4109768283400128,0.5551758383873399,0.05257314928700773,1.1498301216337024,0,0,0,0.8382852077484131,0.9411382675170898
160,-0.38432719403593346,88.44310869449795,10.820469315181336,1.0353124003642575,88.82743588853388,11.204796509217271,1.4196395944001912,0,0,0,0.8810864090919495,0.8294198513031006
