generation,best,mean,worst
135,-14.618206985477903,-187.91015421419007,-1397.5131677382299
136,3.2295646123640105,-187.75519421553392,-937.9537298945855
137,20.08181215880643,-179.96270434578003,-1136.4208886850668
138,-20.016800474329457,-186.05626757130375,-731.4372251131617
139,-25.077605521387493,-177.3613594157479,-1215.1917127456811
140,22.60681500180715,-186.91876444304353,-2165.402214096745
141,-32.288758607722876,-179.83713507412688,-1330.2509291415106
142,2.6381918205828754,-184.3244364180719,-1647.090279617998
143,-41.81028847949225,-175.52954294929515,-1153.5077050353289
144,-14.995080903292495,-178.74155205286715,-1184.4649755555527
145,4.0574210071869174,-187.0819267988014,-1398.5095670624275
146,-39.73256844537526,-192.09014296222568,-1146.6800036815712
147,-17.254485992241047,-179.39466387684539,-596.4256701317727
148,-20.926563992036403,-189.35087530167206,-905.8948583844491
149,15.544430483245074,-193.60533321393194,-1005.8529958271015
150,8.781624791023651,-184.64376477023168,-1010.7914158079129
151,1.7164661478203318,-186.6834434720007,-983.5758687736419
152,-17.770617885379163,-189.5593182121917,-620.1119210808695
153,12.15327269505165,-180.07590216157118,-765.8311582768068
154,-9.20769405391365,-182.11821182873018,-918.5444872639038
155,8.932783374874916,-184.3359816445393,-647.5341289475352
156,-1.8578240085251612,-178.83022514116277,-611.8994605984927
157,-15.283645063449205,-188.25270124365832,-1614.561963712421
158,-40.39023203195658,-192.63509743848292,-710.4697788102708
159,-12.753391385387701,-174.53111000236618,-843.1993637720448
160,-43.61090488508736,-184.22083294432036,-1196.1440967884498
161,-27.4043820299464,-174.5172484694082,-836.3559085267298
162,-21.397645709538114,-185.62381916217373,-1152.678833137282
163,-9.515393244052449,-183.958111037465,-1244.3086593020996
164,-10.633757191812833,-172.71416449322714,-633.5290489800165
165,-31.239887332837608,-184.2943722548977,-1010.8704296530638
166,31.428383157585557,-188.01727018610774,-687.9211541971578
167,-4.02678113251496,-179.20305165311726,-951.2159539993985
168,-19.969229215431778,-173.73201029773952,-724.5263287287777
169,-26.37324247342804,-195.90129877327448,-1341.4085653272386
170,-22.336817442832498,-192.91027837867574,-1157.184986512435
171,20.28047228335741,-191.3120407687941,-1312.8360243132618
172,-20.312807231012517,-179.5598056165317,-892.4086975551858
173,-22.555971170235683,-176.75365464258624,-773.0274880652105
174,7.5539812818121375,-192.72175215795056,-1328.7642685721996
175,-16.464424183096845,-183.000821393034,-825.555821350742
176,32.68201044620127,-180.37415106750373,-1018.7825104996913
177,11.004691295332142,-178.4934094160074,-726.5708970973392
178,12.97131794934515,-184.02949677573878,-1415.1822033163742
179,-10.537171852762896,-177.26811276406315,-1068.0479980452253
180,-33.41394272874147,-194.4259286312678,-896.3894972952545
181,-15.487599563885354,-183.14147070082757,-862.681241483905
182,-29.105518944813735,-187.6215506013343,-681.7196309625074
183,8.463359866425714,-182.73741673699465,-730.9784256449943
184,-15.581108541347936,-173.1777734660238,-1020.9806442656417
185,27.982553656331476,-181.89396173520416,-1151.477979444199
186,-19.874789531061985,-192.10218703808027,-1577.5269706016616
187,14.710009751148823,-193.4151697543768,-1109.7682393779621
188,29.22713071930023,-184.28962474964078,-995.0598894120676
189,-15.414222945817192,-195.47389392751305,-1138.872593860234
190,-5.104836901639639,-193.7582206770583,-1136.5818765831145
191,11.245986683521778,-205.82071952474078,-1531.392860535322
192,-22.328469996794098,-185.27938798259368,-959.9738719955536
193,-9.981864587839391,-185.21674472705507,-1006.3389210658924
194,-12.556998465788942,-179.36430324839435,-1127.2208755228974
195,0.2239123752992119,-186.49451402311493,-1211.8854462339893
196,9.680523030765679,-177.9588940439472,-1280.088433993203
197,-38.50842611799819,-198.0521229773085,-1269.638491124357
198,-10.802251519889007,-175.8543377630505,-1200.7820307324644
199,-19.586985290187553,-185.18608805291703,-892.4672533294143
200,13.869079302775978,-179.1420745288056,-808.1079832039909
201,24.13468949624048,-178.59323032698285,-711.1905002856496
202,-29.086962592713274,-182.03539207261224,-927.8915177343714
203,23.952725065839577,-185.6676074683421,-1796.5300848029474
204,14.257252641944916,-189.11602296974914,-1147.3736660559564
205,73.28927462801234,-185.79327491426827,-890.4957594806564
206,-13.341673135567163,-191.00455593744397,-1029.3020889056436
207,11.31907640859914,-195.31244818703115,-873.7824565537777
208,-27.920404076265125,-193.52512563867506,-723.1707938647322
209,53.17691116528047,-180.98202480544495,-883.4925684974046
210,-24.99901847521039,-191.64263668959356,-956.7383039131455
211,-41.20930645733302,-190.12854520995657,-635.7263591132888
212,-33.25678230195411,-195.1885140973857,-1227.9444602306505
213,-5.494021777015884,-186.6566647751397,-889.8327373712799
214,-23.537127474874833,-188.48435640675663,-1064.1571731921506
215,10.836304376162706,-189.39484288821834,-1183.0670665702635
216,-4.843536916437098,-180.54232020499438,-1489.6763140913565
217,-26.071979146859537,-190.67328975271894,-1433.0149346932103
218,-9.368061917572717,-186.4458784064751,-886.3278093642731
219,-26.76130134838486,-181.50896093778348,-879.6082173202684
220,17.209047459980734,-208.36294602713522,-1218.6423825834781
221,19.253794007117694,-205.6396611691857,-1348.9404013476324
222,-34.234392712074396,-190.50120384018015,-924.7863513514504
223,-23.228523259768977,-196.5272383499306,-795.359123666749
224,-13.70395702206712,-181.31746434824163,-1064.0004961059872
225,-34.23717582900464,-173.51136394756813,-933.3564015636238
226,-9.56446821644704,-172.63122686188058,-793.7625587526691
227,-13.076481826320142,-190.5355405417362,-713.0144566806433
228,-29.8545975733404,-181.44558028032557,-716.2568201057279
229,24.501258522300834,-185.0307167325934,-934.9068691849085
230,-6.839347670962823,-195.3443920311163,-896.0149709557151
231,-23.476842266840617,-177.67627999996319,-1139.4893694075856
232,-21.333910148330656,-192.2744857924371,-905.0096639618673
233,-42.462622885741496,-185.42294349695848,-1506.504916579437
234,8.926388225645136,-176.86352601736488,-1056.7918725032346
235,-15.619056701072344,-182.8458393711249,-935.9011328498547
236,-36.66098119963615,-183.4786284270508,-1035.1414030561364
237,14.016923771454705,-189.81207565124825,-1031.559029094448
238,45.86016844345766,-187.3466206181247,-847.1630232762569
239,-24.378158398691824,-185.13825704956432,-1436.6970976267255
240,-14.193049305038116,-182.97989534722703,-1139.837180063017
241,-18.56865779402506,-183.87644658953295,-1139.2396004656007
242,-14.934721687434347,-188.95933379149088,-1194.2944117259533
243,-18.005209974658296,-182.25782212318157,-1208.2988733344343
244,-17.63706236896105,-173.88719888414246,-1390.0138623235823
245,9.6828611173275,-181.11511439355894,-993.0396855453064
246,12.390580704282181,-194.0060546535502,-2100.193670263961
247,-7.679100574923609,-180.397790010045,-1205.7902240430617
248,10.5383995075422,-185.35313936136737,-1027.718050961014
249,3.9660893939296025,-180.16725001687175,-1370.9920240038111
250,-5.21096254152873,-180.97119522854908,-1014.9062497418304
251,3.743192786062219,-186.73244029602117,-671.7850822379659
252,-5.509051873515763,-182.453501184669,-1530.3168464529247
253,26.32256388206858,-183.73960816920277,-1095.9760231271873
254,18.949728769182627,-166.01726529275018,-775.269751849839
255,-10.1404248494455,-177.26710601532145,-799.0773234733992
256,-27.323200544285854,-186.01791906414678,-1004.8147949125919
257,5.463412353560443,-173.66037512572467,-1072.6347129235926
258,-1.986536729334271,-186.29870557607236,-885.9834223322063
259,-23.102840450948595,-186.33969931925824,-1662.8201923011482
260,-18.02588355879703,-177.84941174381697,-1528.66563319955
261,-24.207141270421868,-172.38419176361992,-1113.086348556424
262,5.0137297712005635,-177.8171907554265,-971.8158365270856
263,20.39398296760349,-180.87078518186934,-1446.9394068541562
264,-7.5962086334955545,-180.35489906647823,-1094.258943584742
265,-24.780743948536752,-187.17730521845422,-823.8561287505036
266,31.85809641297116,-181.42541692119414,-635.6910290457355
267,33.642622950771226,-176.6875054489964,-1076.31735705818
268,-24.48847821115454,-177.90477474434618,-685.4672812756368
269,55.815720149035634,-188.35668317496712,-943.4058806475546
270,32.59659827562245,-183.55640416708627,-1124.008420393024
271,-2.0229266022085235,-196.1738039134034,-864.3279205502648
272,-21.58879549152215,-192.15208449052656,-874.4368834518342
273,-2.8664788787109785,-195.90853419210598,-988.5981876845717
274,7.460116718969758,-210.71307955302217,-1182.3225926868456
275,58.65951295368435,-210.28717989427045,-1513.7929059337057
276,-17.63778871908379,-201.35815818727997,-1478.524232112338
277,-24.66682641043398,-188.9437637677407,-1512.7179454018917
278,0.28754669048327725,-202.99559731849018,-1211.378216961405
279,2.9448062473669125,-189.61318180448356,-994.4204740019026
280,-14.595414227361104,-193.69607198776671,-1161.504146784745
281,1.1672935896102292,-188.51989328423878,-1585.3344911438553
282,9.247778938319811,-190.50567284661352,-1399.2128083474606
283,-1.2310418409171102,-186.52221939769194,-895.3900155936053
284,31.706947243123448,-183.70094382109144,-874.8496313715218
285,28.318336083037167,-172.76453273947212,-1014.2394611023883
286,92.61179869348001,-180.06042308987267,-747.3946651901366
287,38.238249526151584,-179.1354901938175,-1598.360351945691
288,13.900688280275142,-185.70709696518713,-1119.865125687718
289,22.65414025415284,-182.7295884367242,-941.5301544604472
290,26.08274524718318,-165.57597784568807,-716.3557763113764
291,-9.170957918594263,-169.70561767508119,-795.6329427872041
292,42.45406227823625,-169.9284125485267,-1439.0620612673702
293,-18.271954761486057,-176.83053187806527,-1115.522980929498
294,37.94083409619761,-179.07261047735707,-870.2141011629565
295,20.660405224562037,-179.46498287627918,-1483.2748077066435
296,24.391736384223048,-167.41934877023715,-786.1905169481512
297,-1.7069876992205384,-168.5281103410804,-856.0805206748138
298,-0.37358294438153433,-168.3764049688484,-937.443977242721
299,40.41233998226955,-165.02362917634633,-1083.2916159767115
300,19.149851074145428,-178.95351255598544,-1040.0735956552383
301,-20.227494829959863,-184.04914619255885,-1583.1539878905799
302,-8.899997330538545,-172.5635919510068,-900.0323730030863
303,8.47608898587979,-171.45205718115696,-829.618054771195
304,59.237109201934764,-176.70124091975117,-938.0313618776236
305,36.227311168449994,-171.5382946398926,-933.7017687862932
306,31.68855518585185,-189.4046794668635,-1110.4585342378205
307,32.06515461264416,-194.32471909556753,-1678.4619523177992
308,-10.519798272805303,-187.0674290390428,-1018.6783369023401
309,15.824776226685477,-187.70798960867683,-931.7473394781881
310,-21.001509595083217,-190.25102466343787,-1217.698055130435
311,20.699938505914066,-180.14037155655805,-1473.5458734097317
312,68.03487679235745,-181.6234178129943,-2531.539890786495
313,35.087942078194565,-175.97925252450696,-1261.3690180681372
314,36.53964766790858,-168.5362464235143,-1064.7012367068799
315,-0.025671821052673256,-166.6430558284158,-782.139713786774
316,-12.985135066691099,-170.50094143163724,-1451.9550038979835
317,11.756061216286838,-170.2635641221499,-762.4784003821372
318,56.82197538375715,-183.90456850440776,-1381.8300395984552
319,94.81693616306917,-157.41906496224274,-1784.0243026197732
320,-14.194202464588491,-162.31903948288763,-848.0788645571557
321,21.134672778401228,-165.50015586852632,-1072.93775729525
322,29.23238218573754,-173.50820554725715,-1014.3933337719164
323,59.440158063092134,-175.4679980213356,-979.4615589036388
324,27.705349334168393,-172.24394126872406,-1504.4709722085174
325,7.131641093185256,-179.46908373620602,-1097.2396667121875
326,68.89307156293715,-163.8918958509151,-1101.0980909574548
327,76.93197969233289,-174.87810074324324,-1095.8217487865104
328,21.44885389331955,-174.97781698963848,-1275.8088701013673
329,58.108217546993615,-187.09796815677984,-1215.813947509203
330,20.928685286713193,-168.94739552859954,-933.7350621033461
331,36.88218497397852,-163.349099566989,-1135.570327786088
332,30.85693517548964,-185.79022033923212,-1351.268566505702
333,60.19176158441178,-164.90664806998498,-845.1745082983424
334,28.607228830037077,-180.674956010277,-1168.4442200499968
335,34.333924556643204,-158.25610608143356,-883.908121122458
336,49.89106465415173,-155.54786543293557,-1366.6097009345697
337,38.720506602381555,-163.67674659857317,-924.8118938263748
338,44.801990951479276,-159.97254876364082,-915.4273808098023
339,41.39747853673018,-155.4989056939946,-809.9885227462552
340,44.378413333102294,-166.7753849498865,-1215.0319716629933
341,33.79964013988814,-174.65082230916815,-1226.488681666681
342,22.26936958318304,-167.28541693359594,-1287.689835687145
343,53.78758310427236,-175.64380865346772,-1417.3597495483748
344,42.023672718104756,-162.44643652854913,-855.3350925689765
345,14.045619857475032,-168.77062052382263,-865.2109353654868
346,13.6697922532409,-158.55124144510248,-928.6413321237256
347,66.04549311520863,-156.35546133030667,-746.2852793836652
348,70.10415568666481,-164.03681825666712,-872.9553216882096
349,36.52066387187733,-151.56658255794576,-859.3699252345118
350,27.665022979321506,-163.1196303946467,-1016.1167193519155
351,43.73300529573663,-151.18677477315492,-1229.404404802553
352,169.2423402897251,-151.88799573529263,-1605.7168257994156
353,39.54235773878454,-165.10297310739418,-1074.0107705386604
354,22.938768298097816,-156.68490574880974,-1191.5149734666886
355,55.83912649014648,-160.9209947793765,-1031.4693955727055
356,69.95570697583064,-174.49113732103893,-1277.3173697511709
357,40.64777541642252,-175.88546317338046,-980.3174349562023
358,47.95517766542785,-158.0134797752253,-669.6478413367623
359,66.96457446418053,-158.88397164503027,-1084.5262756625252
360,41.04164883848373,-162.54659798288847,-1220.9556608316136
361,62.30848193326707,-171.10677255217468,-937.0664379917324
362,0.8954241308306857,-177.10832719601166,-1023.4962655859908
363,59.163815547866136,-173.44170175389883,-1099.4778180629955
364,45.578649764980746,-181.8775190216039,-998.1624514614573
365,-8.976180329581561,-167.07423455173017,-1076.4323116639987
366,60.44127483139772,-175.73961546682966,-1148.0394704810717
367,37.36421437075807,-167.4545553240713,-951.2506158505735
368,35.9239408872829,-171.08567343443448,-1057.2524475233388
369,37.49916225918179,-187.76555988449573,-1186.0649458336893
370,51.92251478040273,-173.35042130330444,-1015.7074939252166
371,31.007546087873113,-164.34649522954444,-1074.6754671185379
372,37.894330949915265,-171.59642193341367,-1125.3927026855476
373,22.864574446552012,-172.5667340167097,-917.1934361753234
374,50.21463942429966,-164.01749635905378,-884.232495564595
375,-3.126918913659319,-167.7571383908225,-1415.2860719724952
376,51.08831434693951,-169.53050333671973,-1205.9530009263947
377,51.37224184679817,-151.57923805988852,-1154.2630793086335
378,37.69078918502968,-151.3951096859111,-961.6064545158541
379,65.45794227374027,-160.16557733268684,-784.4889391249986
380,55.31200508960268,-164.17108024044182,-914.5826482096335
381,64.94477618788812,-151.46597816650282,-772.4965596450562
382,36.317505363720834,-160.71087448093823,-1143.5304848166443
383,36.26120470611386,-154.42017214397077,-888.2352448049638
384,-24.033743297402694,-176.56105085646143,-1071.6197789007956
385,48.73162987147657,-167.79835210194602,-890.4192375729094
386,25.421863043150182,-155.8439645657126,-1061.3770740747996
387,56.31578724521131,-164.76970211663001,-914.9638613434022
388,45.98779107347133,-163.06964019174094,-1060.3715720094692
389,44.21006066778961,-161.21894635700613,-902.4021517943146
390,58.95033057569791,-177.40223725173968,-1059.8897362599562
391,49.6666535108292,-162.0755296562139,-1044.5408428695487
392,28.89481061068504,-160.7086860557429,-961.2150439235947
393,64.53865353441016,-166.88428718861329,-1254.0653644591036
394,20.882822065221394,-160.14930621494085,-1087.7807824635158
395,33.77065742933801,-175.61313632047248,-1313.1830876848092
396,73.3199738727119,-162.55447012913353,-1019.1937061106136
397,65.5818306310024,-163.15732756463456,-1291.354195238656
398,38.302278749679694,-163.2985063779948,-994.4113952991497
399,48.79725998734773,-157.98270957040577,-1756.9543826670197
400,67.57127280442351,-168.35005171841289,-904.1384504847305
401,50.73914688443873,-155.17603924802768,-795.8941373481003
402,116.85834694782788,-160.53305561256246,-964.715675614202
403,89.38864153138469,-159.12396929157117,-845.4451717394799
404,60.746315879849874,-160.1450791196342,-1470.612085749007
405,169.8985861035878,-169.1281971407475,-1049.1378152149812
406,20.319776034315776,-162.13470534006552,-796.5423347159781
407,42.08110748338813,-163.6168968373772,-883.5314306018881
408,121.40044062784237,-147.12657744277004,-719.6798708560441
409,35.19764282832832,-161.1857463004562,-1082.731448910821
410,147.28006095974823,-157.70197900916875,-843.387371737616
411,32.859241584591864,-153.98727699424876,-821.6322874300839
412,59.84749157792307,-157.20066586276124,-1075.7847600306561
413,37.47520685423775,-150.8979468999046,-1082.681138981354
414,53.68778654395663,-157.45124042685683,-690.3781853609662
415,38.64087497528198,-156.73985706691172,-931.0976750649039
416,40.36140916190721,-168.40258968734236,-788.3872447273396
417,153.3090209059149,-161.31624209667973,-875.7901372824203
418,34.12730607888617,-142.53003213336555,-1048.9828472717024
419,-8.795561901737145,-150.97579926791713,-705.1312732069788
420,50.30787703157407,-153.55376452661054,-831.2579710881637
421,53.39134460440058,-137.58640460862983,-768.7297372530899
422,51.14653166798124,-148.3826570089729,-895.6440817109873
423,36.838219981265226,-152.70191680902613,-1225.4687551934578
424,78.32096985286199,-141.28423979514167,-761.8229574273946
425,51.151828879706606,-143.7693419484095,-947.9518653134373
426,20.16123767513763,-151.07871521127174,-701.2376548467943
427,16.781965038924135,-152.21817898781302,-1337.9405491630987
428,48.32672653976778,-145.73435414910756,-630.9361224804449
429,48.701480497123704,-155.15047355793808,-699.1599372453065
430,66.83054010817392,-153.91320328086192,-1234.246522063477
431,33.78544926580724,-152.0417755422261,-1153.7705186751862
432,59.9561793803839,-140.42717106092334,-688.0129909769536
433,58.42408474854951,-142.3241824853949,-745.318760395955
434,26.847955619431758,-145.58571777738553,-683.8698444999324
435,66.00350256261608,-141.97704500566,-883.2019889057377
436,55.170744299045225,-145.45604422780036,-755.2374247764392
437,39.757093855061726,-152.389042149049,-669.3828420061296
438,28.472228284809464,-148.4295442091752,-795.8368084016771
439,44.108088696147895,-148.18785844025976,-611.1344554505912
440,65.25347780314719,-152.3782592819785,-695.9536911593232
441,61.73641735484063,-145.05556033860717,-969.1712488715584
442,42.53466014689939,-139.31642432436394,-875.8966177051274
443,70.34660682265923,-139.15991990925687,-812.0912356765883
444,49.39449086160942,-148.20093803150695,-665.7454324488239
445,46.44810123047255,-138.49490526426553,-656.0176982117708
446,66.69074247748911,-144.92260053190353,-718.0613067297563
447,36.95313960362975,-155.9668143949347,-926.0628733166258
448,40.84957815600857,-145.44572108854143,-668.5958706308647
449,27.61112485471271,-147.39978818078288,-770.230394549153
450,43.837650075501585,-141.92321716496932,-810.770371878563
451,133.41453435353972,-144.50938795736343,-644.39702029117
452,69.92131005357692,-143.6157497602295,-908.393766462276
453,32.37111820219995,-152.7620659696985,-867.366027216079
454,46.89422694037364,-155.88026311518377,-674.9062982176264
455,49.26757802845115,-148.89635501164355,-826.7893145243839
456,40.75386556191041,-150.5974069767023,-1019.3323643121176
457,57.82257694981312,-142.59593814351388,-763.159198212588
458,52.908029670040065,-148.89674976827996,-983.409555110206
459,32.361092651662595,-151.3218352351818,-925.7522025398512
460,48.31936033642436,-150.4660652176466,-625.8152142815522
461,47.91644974962531,-148.48897898832817,-650.1847056991227
462,62.04553402932081,-154.59338813548547,-790.2962068237042
463,81.00577055997475,-139.82731305401177,-631.809781486401
464,32.507233823438476,-139.0194806944361,-628.5832256093707
465,65.59120368574895,-133.3132455526312,-783.3746273342207
466,52.91575156144385,-139.72956347075203,-716.969689074485
467,52.4747474463508,-139.0605796285305,-669.0634172378
468,136.55888742263565,-142.56184786431453,-825.1667442948216
469,45.97740499863743,-149.39671081821749,-671.0179027482677
470,126.18776800926004,-137.45879568773302,-803.4390061522222
471,35.81660074053545,-146.51708466550275,-896.854659538985
472,42.681589196985904,-139.49309064792035,-606.7240324987293
473,51.559560276599115,-139.88786329653564,-964.8608686168345
474,32.359854309478926,-133.6599471852675,-726.5049984907113
475,49.060416387765194,-135.20421183268317,-685.8867426029718
476,30.62127194249518,-137.6484333071866,-584.662612863129
477,58.00566390262143,-132.79102466909828,-714.6775221789504
478,53.37824478216564,-139.31223806534936,-581.4879326980205
479,47.1525162729709,-131.14059098460385,-609.9845172858234
480,37.4439772356601,-138.00112009921392,-618.8550870402706
481,50.44304134121675,-145.43879878265557,-742.6197389608902
482,52.163360390108814,-131.54894166912257,-664.1637908898718
483,59.850348073591285,-138.1409662841274,-570.4211143695112
