generation,best,mean,worst
484,29.364127072336903,-138.54453389645053,-690.6438519887541
485,48.179545853935615,-131.4945610841797,-595.1529687542692
486,52.88050699087662,-137.42784293122813,-548.9782004766249
487,44.64656017303492,-138.469286274675,-693.0880449194625
488,50.45981382613064,-133.9965417679181,-590.3501113151211
489,36.36314580047527,-130.83143654825577,-675.410081117458
490,46.17623225548109,-140.28838386228412,-687.962183993383
491,31.677749387866516,-149.55210840035215,-623.4805809918925
492,47.89509675449482,-146.19785781579236,-685.6248871262061
493,52.29439127687906,-149.1675573753404,-643.5227093843139
494,38.96161237791401,-139.24789369790466,-572.6236978709555
495,5.177645741777535,-143.996835743978,-777.5373179672742
496,62.10422214383497,-142.52983300171243,-735.9633643838305
497,60.20984851194813,-130.1040307109858,-557.4086580178849
498,54.72433091727339,-145.02487468555603,-610.4076620340683
499,46.96227365354912,-146.6550807250764,-848.5216580107525
